SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,sector
HISARMETAL,Hisar Metal Industries Limited,EQ,05-JAN-2017,10,1,INE598C01011,10,Basic Materials
HITECH,Hi-Tech Pipes Limited,EQ,07-MAY-2018,1,1,INE106T01025,1,Basic Materials
HITECHCORP,Hitech Corporation Limited,EQ,20-DEC-2007,10,1,INE120D01012,10,Consumer Cyclical
HITECHGEAR,The Hi-Tech Gears Limited,BE,21-JAN-2002,10,1,INE127B01011,10,Consumer Cyclical
HLEGLAS,HLE Glascoat Limited,EQ,09-FEB-2023,2,1,INE461D01028,2,Industrials
HLVLTD,HLV LIMITED,EQ,19-JUL-1995,2,1,INE102A01024,2,Consumer Cyclical
HMAAGRO,HMA Agro Industries Limited,EQ,04-JUL-2023,1,1,INE0ECP01024,1,Consumer Defensive
HMT,HMT Limited,BZ,29-AUG-2003,10,1,INE262A01018,10,Industrials
HMVL,Hindustan Media Ventures Limited,EQ,21-JUL-2010,10,1,INE871K01015,10,Communication Services
HNDFDS,Hindustan Foods Limited,EQ,06-JUN-2023,2,1,INE254N01026,2,Industrials
HOMEFIRST,Home First Finance Company India Limited,EQ,03-FEB-2021,2,1,INE481N01025,2,Financial Services
HONASA,Honasa Consumer Limited,EQ,07-NOV-2023,10,1,INE0J5401028,10,Consumer Defensive
HONAUT,Honeywell Automation India Limited,EQ,18-JUL-2003,10,1,INE671A01010,10,Industrials
HONDAPOWER,Honda India Power Products Limited,EQ,01-APR-2003,10,1,INE634A01018,10,Industrials
HPAL,HP Adhesives Limited,EQ,27-DEC-2021,2,1,INE0GSL01024,2,Basic Materials
HPIL,Hindprakash Industries Limited,EQ,07-NOV-2022,10,1,INE05X901010,10,Basic Materials
HPL,HPL Electric & Power Limited,EQ,04-OCT-2016,10,1,INE495S01016,10,Industrials
HSCL,Himadri Speciality Chemical Limited,EQ,02-MAR-2007,1,1,INE019C01026,1,Basic Materials
HTMEDIA,HT Media Limited,BE,01-SEP-2005,2,1,INE501G01024,2,Communication Services
HUBTOWN,Hubtown Limited,EQ,07-FEB-2007,10,1,INE703H01016,10,Real Estate
HUDCO,Housing & Urban Development Corporation Limited,EQ,19-MAY-2017,10,1,INE031A01017,10,Financial Services
HUHTAMAKI,Huhtamaki India Limited,EQ,01-OCT-2004,2,1,INE275B01026,2,Consumer Cyclical
HYBRIDFIN,Hybrid Financial Services Limited,EQ,05-DEC-2022,5,1,INE965B01022,5,Financial Services
HYUNDAI,Hyundai Motor India Limited,EQ,22-OCT-2024,10,1,INE0V6F01027,10,Consumer Cyclical
ICDSLTD,ICDS Limited,BE,17-NOV-1999,10,1,INE613B01010,10,Real Estate
ICEMAKE,Ice Make Refrigeration Limited,EQ,12-OCT-2020,10,1,INE520Y01019,10,Industrials
ICICIBANK,ICICI Bank Limited,EQ,17-SEP-1997,2,1,INE090A01021,2,Financial Services
ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,27-SEP-2017,10,1,INE765G01017,10,Financial Services
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,EQ,29-SEP-2016,10,1,INE726G01019,10,Financial Services
ICIL,Indo Count Industries Limited,EQ,12-SEP-2005,2,1,INE483B01026,2,Consumer Cyclical
ICRA,ICRA Limited,EQ,13-APR-2007,10,1,INE725G01011,10,Financial Services
IDBI,IDBI Bank Limited,EQ,20-SEP-1995,10,1,INE008A01015,10,Financial Services
IDEA,Vodafone Idea Limited,EQ,09-MAR-2007,10,1,INE669E01016,10,Communication Services
IDEAFORGE,Ideaforge Technology Limited,EQ,07-JUL-2023,10,1,INE349Y01013,10,Technology
IDFCFIRSTB,IDFC First Bank Limited,EQ,06-NOV-2015,10,1,INE092T01019,10,Financial Services
IEL,Indiabulls Enterprises Limited,BE,27-DEC-2022,2,1,INE059901020,2,Industrials
IEX,Indian Energy Exchange Limited,EQ,23-OCT-2017,1,1,INE022Q01020,1,Financial Services
IFBAGRO,IFB Agro Industries Limited,EQ,03-APR-1996,10,1,INE076C01018,10,Consumer Defensive
IFBIND,IFB Industries Limited,EQ,29-MAR-1995,10,1,INE559A01017,10,Consumer Cyclical
IFCI,IFCI Limited,EQ,26-APR-1995,10,1,INE039A01010,10,Financial Services
IFGLEXPOR,IFGL Refractories Limited,EQ,14-NOV-2017,10,1,INE133Y01011,10,Basic Materials
IGARASHI,Igarashi Motors India Limited,EQ,09-OCT-2003,10,1,INE188B01013,10,Consumer Cyclical
IGCL,Indogulf Cropsciences Limited,EQ,03-JUL-2025,10,1,INE05J901018,10,Basic Materials
IGIL,International Gemmological Institute (India) Limited,EQ,20-DEC-2024,2,1,INE0Q9301021,2,Basic Materials
IGL,Indraprastha Gas Limited,EQ,26-DEC-2003,2,1,INE203G01027,2,Utilities
IGPL,IG Petrochemicals Limited,EQ,29-JAN-2007,10,1,INE204A01010,10,Basic Materials
IIFL,IIFL Finance Limited,EQ,17-MAY-2005,2,1,INE530B01024,2,Financial Services
IIFLCAPS,IIFL Capital Services Limited,EQ,20-SEP-2019,2,1,INE489L01022,2,Financial Services
IITL,Industrial Investment Trust Limited,EQ,17-AUG-2010,10,1,INE886A01014,10,Financial Services
IKIO,IKIO Technologies Limited,EQ,16-JUN-2023,10,1,INE0LOJ01019,10,Technology
IKS,Inventurus Knowledge Solutions Limited,EQ,19-DEC-2024,1,1,INE115Q01022,1,Healthcare
IL&FSENGG,IL&FS Engineering and Construction Company Limited,BZ,25-OCT-2007,10,1,INE369I01014,10,Industrials
IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,30-MAR-2010,10,1,INE975G01012,10,Industrials
IMAGICAA,Imagicaaworld Entertainment Limited,EQ,06-APR-2015,10,1,INE172N01012,10,Communication Services
IMFA,Indian Metals & Ferro Alloys Limited,EQ,23-JUL-2010,10,1,INE919H01018,10,Basic Materials
IMPAL,India Motor Parts and Accessories Limited,EQ,07-OCT-2005,10,1,INE547E01014,10,Consumer Cyclical
IMPEXFERRO,Impex Ferro Tech Limited,BZ,03-FEB-2005,10,1,INE691G01015,10,Basic Materials
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,EQ,01-JUL-2016,10,1,INE452L01012,10,Basic Materials
INDBANK,Indbank Merchant Banking Services Limited,EQ,08-OCT-2008,10,1,INE841B01017,10,Financial Services
INDGN,Indegene Limited,EQ,13-MAY-2024,2,1,INE065X01017,2,Healthcare
INDHOTEL,The Indian Hotels Company Limited,EQ,03-JUL-1996,1,1,INE053A01029,1,Consumer Cyclical
INDIACEM,The India Cements Limited,EQ,31-MAY-2000,10,1,INE383A01012,10,Basic Materials
INDIAGLYCO,India Glycols Limited,EQ,01-JUL-2005,5,1,INE560A01023,5,Basic Materials
INDIAMART,Indiamart Intermesh Limited,EQ,04-JUL-2019,10,1,INE933S01016,10,Communication Services
INDIANB,Indian Bank,EQ,01-MAR-2007,10,1,INE562A01011,10,Financial Services
INDIANCARD,Indian Card Clothing Company Limited,EQ,08-JAN-1997,10,1,INE061A01014,10,Consumer Cyclical
INDIANHUME,Indian Hume Pipe Company Limited,EQ,30-AUG-1995,2,1,INE323C01030,2,Industrials
INDIASHLTR,India Shelter Finance Corporation Limited,EQ,20-DEC-2023,5,1,INE922K01024,5,Financial Services
INDIGO,InterGlobe Aviation Limited,EQ,10-NOV-2015,10,1,INE646L01027,10,Industrials
INDIGOPNTS,Indigo Paints Limited,EQ,02-FEB-2021,10,1,INE09VQ01012,10,Basic Materials
INDIQUBE,Indiqube Spaces Limited,EQ,30-JUL-2025,1,1,INE06ST01018,1,Real Estate
INDNIPPON,India Nippon Electricals Limited,EQ,07-MAY-1997,5,1,INE092B01025,5,Consumer Cyclical
INDOAMIN,Indo Amines Limited,EQ,29-APR-2022,5,1,INE760F01028,5,Basic Materials
INDOBORAX,Indo Borax & Chemicals Limited,BE,29-MAR-2022,1,1,INE803D01021,1,Basic Materials
INDOCO,Indoco Remedies Limited,EQ,14-JAN-2005,2,1,INE873D01024,2,Healthcare
INDOFARM,Indo Farm Equipment Limited,EQ,07-JAN-2025,10,1,INE622H01018,10,Industrials
INDORAMA,Indo Rama Synthetics (India) Limited,EQ,20-JUN-2003,10,1,INE156A01020,10,Consumer Cyclical
INDOSTAR,IndoStar Capital Finance Limited,EQ,21-MAY-2018,10,1,INE896L01010,10,Financial Services
INDOTECH,Indo Tech Transformers Limited,EQ,16-MAR-2006,10,1,INE332H01014,10,Industrials
INDOTHAI,Indo Thai Securities Limited,EQ,02-NOV-2011,1,1,INE337M01021,1,Financial Services
INDOUS,Indo Us Biotech Limited,EQ,27-SEP-2024,10,1,INE250Z01010,10,Basic Materials
INDOWIND,Indowind Energy Limited,EQ,14-SEP-2007,10,1,INE227G01018,10,Utilities
INDRAMEDCO,Indraprastha Medical Corporation Limited,EQ,17-APR-1997,10,1,INE681B01017,10,Healthcare
INDSWFTLAB,Ind-Swift Laboratories Limited,BE,02-JUL-1997,10,1,INE915B01019,10,Healthcare
INDTERRAIN,Indian Terrain Fashions Limited,EQ,11-MAR-2011,2,1,INE611L01021,2,Consumer Cyclical
INDUSINDBK,IndusInd Bank Limited,EQ,28-JAN-1998,10,1,INE095A01012,10,Financial Services
INDUSTOWER,Indus Towers Limited,EQ,28-DEC-2012,10,1,INE121J01017,10,Communication Services
INFIBEAM,Infibeam Avenues Limited,EQ,04-APR-2016,1,1,INE483S01020,1,Technology
INFOBEAN,InfoBeans Technologies Limited,EQ,15-JUL-2019,10,1,INE344S01016,10,Technology
INFOMEDIA,Infomedia Press Limited,BE,12-OCT-2006,10,1,INE669A01022,10,Financial Services
INFY,Infosys Limited,EQ,08-FEB-1995,5,1,INE009A01021,5,Technology
INGERRAND,Ingersoll Rand (India) Limited,EQ,15-APR-1999,10,1,INE177A01018,10,Industrials
INNOVACAP,Innova Captab Limited,EQ,29-DEC-2023,10,1,INE0DUT01020,10,Healthcare
INNOVANA,Innovana Thinklabs Limited,BE,17-DEC-2024,10,1,INE403Y01018,10,Technology
INOXGREEN,Inox Green Energy Services Limited,EQ,23-NOV-2022,10,1,INE510W01014,10,Utilities
INOXINDIA,INOX India Limited,EQ,21-DEC-2023,2,1,INE616N01034,2,Industrials
INOXWIND,Inox Wind Limited,EQ,09-APR-2015,10,1,INE066P01011,10,Industrials
INSECTICID,Insecticides (India) Limited,EQ,30-MAY-2007,10,1,INE070I01018,10,Basic Materials
INSPIRISYS,Inspirisys Solutions Limited,EQ,30-OCT-2006,10,1,INE020G01017,10,Technology
INTELLECT,Intellect Design Arena Limited,EQ,18-DEC-2014,5,1,INE306R01017,5,Technology
INTENTECH,Intense Technologies Limited,BE,23-MAR-2017,2,1,INE781A01025,2,Technology
INTERARCH,Interarch Building Solutions Limited,EQ,26-AUG-2024,10,1,INE00M901018,10,Industrials
INTLCONV,International Conveyors Limited,EQ,16-SEP-2021,1,1,INE575C01027,1,Industrials
INVENTURE,Inventure Growth & Securities Limited,EQ,04-AUG-2011,1,1,INE878H01024,1,Financial Services
IOB,Indian Overseas Bank,EQ,07-DEC-2000,10,1,INE565A01014,10,Financial Services
IOC,Indian Oil Corporation Limited,EQ,24-JUL-1996,10,1,INE242A01010,10,Energy
IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,08-NOV-2010,2,1,INE485C01029,2,Healthcare
IONEXCHANG,ION Exchange (India) Limited,EQ,22-FEB-2022,1,1,INE570A01022,1,Industrials
IPCALAB,IPCA Laboratories Limited,EQ,08-FEB-1995,1,1,INE571A01038,1,Healthcare
IPL,India Pesticides Limited,EQ,05-JUL-2021,1,1,INE0D6701023,1,Basic Materials
IRB,IRB Infrastructure Developers Limited,EQ,25-FEB-2008,1,1,INE821I01022,1,Industrials
IRCON,Ircon International Limited,EQ,28-SEP-2018,2,1,INE962Y01021,2,Industrials
IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,14-OCT-2019,2,1,INE335Y01020,2,Industrials
IREDA,Indian Renewable Energy Development Agency Limited,EQ,29-NOV-2023,10,1,INE202E01016,10,Financial Services
IRFC,Indian Railway Finance Corporation Limited,EQ,29-JAN-2021,10,1,INE053F01010,10,Financial Services
IRIS,Iris Business Services Limited,BE,08-NOV-2021,10,1,INE864K01010,10,Technology
IRISDOREME,Iris Clothings Limited,EQ,22-FEB-2021,2,1,INE01GN01025,2,Consumer Cyclical
IRMENERGY,IRM Energy Limited,EQ,26-OCT-2023,10,1,INE07U701015,10,Utilities
ISFT,Intrasoft Technologies Limited,EQ,12-APR-2010,10,1,INE566K01011,10,Consumer Cyclical
ISGEC,Isgec Heavy Engineering Limited,EQ,05-MAY-2021,1,1,INE858B01029,1,Industrials
ISHANCH,Ishan Dyes and Chemicals Limited,EQ,24-MAR-2025,10,1,INE561M01018,10,Basic Materials
ITC,ITC Limited,EQ,23-AUG-1995,1,1,INE154A01025,1,Consumer Defensive
ITCHOTELS,ITC Hotels Limited,EQ,29-JAN-2025,1,1,INE379A01028,1,Consumer Cyclical
ITDC,India Tourism Development Corporation Limited,EQ,30-DEC-2016,10,1,INE353K01014,10,Consumer Cyclical
ITI,ITI Limited,EQ,15-SEP-2003,10,1,INE248A01017,10,Technology
IVC,IL&FS Investment Managers Limited,EQ,15-SEP-1999,2,1,INE050B01023,2,Financial Services
IVP,IVP Limited,EQ,13-SEP-1995,10,1,INE043C01018,10,Basic Materials
IXIGO,Le Travenues Technology Limited,EQ,18-JUN-2024,1,1,INE0HV901016,1,Consumer Cyclical
IZMO,IZMO Limited,BE,05-FEB-2007,10,1,INE848A01014,10,Technology
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,22-JUL-1998,1,1,INE168A01041,1,Financial Services
JAGRAN,Jagran Prakashan Limited,EQ,22-FEB-2006,2,1,INE199G01027,2,Communication Services
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,01-MAR-2000,2,1,INE048B01035,2,Healthcare
JAIBALAJI,Jai Balaji Industries Limited,EQ,09-DEC-2003,2,1,INE091G01026,2,Basic Materials
JAICORPLTD,Jai Corp Limited,EQ,26-NOV-1997,1,1,INE070D01027,1,Basic Materials
JAINREC,Jain Resource Recycling Limited,EQ,01-OCT-2025,2,1,INE0YD401026,2,Basic Materials
JAIPURKURT,Nandani Creation Limited,EQ,02-SEP-2021,10,1,INE696V01013,10,Consumer Cyclical
JAMNAAUTO,Jamna Auto Industries Limited,EQ,10-DEC-2010,1,1,INE039C01032,1,Consumer Cyclical
JASH,Jash Engineering Limited,EQ,30-OCT-2019,2,1,INE039O01029,2,Industrials
JAYAGROGN,Jayant Agro Organics Limited,EQ,17-APR-1996,5,1,INE785A01026,5,Basic Materials
JAYBARMARU,Jay Bharat Maruti Limited,BE,03-JAN-1996,2,1,INE571B01036,2,Consumer Cyclical
JAYNECOIND,Jayaswal Neco Industries Limited,EQ,10-MAY-1995,10,1,INE854B01010,10,Basic Materials
JAYSREETEA,Jayshree Tea & Industries Limited,EQ,15-FEB-1995,5,1,INE364A01020,5,Consumer Defensive
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,29-APR-2003,1,1,INE572A01036,1,Healthcare
JBMA,JBM Auto Limited,EQ,17-DEC-2004,1,1,INE927D01051,1,Consumer Cyclical
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,03-JAN-2000,10,1,INE782A01015,10,Consumer Cyclical
JETFREIGHT,Jet Freight Logistics Limited,EQ,21-DEC-2021,5,1,INE982V01025,5,Industrials
JGCHEM,J.G.Chemicals Limited,EQ,13-MAR-2024,10,1,INE0MB501011,10,Basic Materials
JHS,JHS Svendgaard Laboratories Limited,EQ,21-OCT-2006,10,1,INE544H01014,10,Consumer Defensive
JINDALPHOT,Jindal Photo Limited,EQ,07-APR-2005,10,1,INE796G01012,10,Financial Services
JINDALPOLY,Jindal Poly Films Limited,EQ,21-JAN-2002,10,1,INE197D01010,10,Consumer Cyclical
JINDALSAW,Jindal Saw Limited,EQ,29-APR-2003,1,1,INE324A01032,1,Basic Materials
JINDALSTEL,JINDAL STEEL LIMITED,EQ,29-DEC-1999,1,1,INE749A01030,1,Basic Materials
JINDRILL,Jindal Drilling And Industries Limited,EQ,22-DEC-2006,5,1,INE742C01031,5,Energy
JINDWORLD,Jindal Worldwide Limited,EQ,25-NOV-2010,1,1,INE247D01039,1,Consumer Cyclical
JIOFIN,Jio Financial Services Limited,EQ,21-AUG-2023,10,1,INE758E01017,10,Financial Services
JISLDVREQS,Jain Irrigation Systems Limited,EQ,30-NOV-2011,2,1,IN9175A01010,2,Industrials
JISLJALEQS,Jain Irrigation Systems Limited,EQ,13-AUG-2001,2,1,INE175A01038,2,Industrials
JITFINFRA,JITF Infralogistics Limited,BE,27-FEB-2017,2,1,INE863T01013,2,Industrials
JKCEMENT,JK Cement Limited,EQ,14-MAR-2006,10,1,INE823G01014,10,Basic Materials
JKIL,J.Kumar Infraprojects Limited,EQ,12-FEB-2008,5,1,INE576I01022,5,Industrials
JKIPL,Jinkushal Industries Limited,BE,03-OCT-2025,10,1,INE1FF001016,10,Industrials
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-JUN-2006,5,1,INE786A01032,5,Basic Materials
JKPAPER,JK Paper Limited,EQ,16-JUN-2005,10,1,INE789E01012,10,Basic Materials
JKTYRE,JK Tyre & Industries Limited,EQ,19-MAR-2007,2,1,INE573A01042,2,Consumer Cyclical
JLHL,Jupiter Life Line Hospitals Limited,EQ,18-SEP-2023,10,1,INE682M01012,10,Healthcare
JMA,Jullundur Motor Agency (Delhi) Limited,EQ,16-MAR-2015,2,1,INE412C01023,2,Consumer Cyclical
JMFINANCIL,JM Financial Limited,EQ,10-OCT-2006,1,1,INE780C01023,1,Financial Services
JNKINDIA,JNK India Limited,EQ,30-APR-2024,2,1,INE0OAF01028,2,Industrials
JOCIL,Jocil Limited,EQ,08-OCT-2008,10,1,INE839G01010,10,Basic Materials
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,EQ,11-NOV-2013,10,1,INE147P01019,10,Financial Services
JPPOWER,Jaiprakash Power Ventures Limited,EQ,18-APR-2005,10,1,INE351F01018,10,Utilities
JSFB,Jana Small Finance Bank Limited,EQ,14-FEB-2024,10,1,INE953L01027,10,Financial Services
JSL,Jindal Stainless Limited,EQ,17-NOV-2003,2,1,INE220G01021,2,Basic Materials
JSLL,Jeena Sikho Lifecare Limited,EQ,11-AUG-2025,2,1,INE0J5801029,2,Healthcare
JSWCEMENT,JSW Cement Limited,EQ,14-AUG-2025,10,1,INE718I01012,10,Basic Materials
JSWENERGY,JSW Energy Limited,EQ,04-JAN-2010,10,1,INE121E01018,10,Utilities
JSWHL,JSW Holdings Limited,EQ,21-JUN-2005,10,1,INE824G01012,10,Industrials
JSWINFRA,JSW Infrastructure Limited,EQ,03-OCT-2023,2,1,INE880J01026,2,Industrials
JSWSTEEL,JSW Steel Limited,EQ,23-MAR-2005,1,1,INE019A01038,1,Basic Materials
JTEKTINDIA,Jtekt India Limited,EQ,12-JAN-2004,1,1,INE643A01035,1,Consumer Cyclical
JTLIND,JTL INDUSTRIES LIMITED,EQ,12-JUN-2023,1,1,INE391J01032,1,Basic Materials
JUBLCPL,Jubilant Agri and Consumer Products Limited,BE,14-FEB-2025,10,1,INE03CC01015,10,Basic Materials
JUBLFOOD,Jubilant Foodworks Limited,EQ,08-FEB-2010,2,1,INE797F01020,2,Consumer Cyclical
JUBLINGREA,Jubilant Ingrevia Limited,EQ,19-MAR-2021,1,1,INE0BY001018,1,Basic Materials
JUBLPHARMA,Jubilant Pharmova Limited,EQ,16-JUN-2003,1,1,INE700A01033,1,Healthcare
JUNIPER,Juniper Hotels Limited,EQ,28-FEB-2024,10,1,INE696F01016,10,Consumer Cyclical
JUSTDIAL,Just Dial Limited,EQ,05-JUN-2013,10,1,INE599M01018,10,Communication Services
JWL,Jupiter Wagons Limited,EQ,18-OCT-2010,10,1,INE209L01016,10,Industrials
JYOTHYLAB,Jyothy Labs Limited,EQ,19-DEC-2007,1,1,INE668F01031,1,Consumer Defensive
JYOTICNC,Jyoti CNC Automation Limited,EQ,16-JAN-2024,2,1,INE980O01024,2,Industrials
JYOTISTRUC,Jyoti Structures Limited,EQ,19-JUL-1995,2,1,INE197A01024,2,Industrials
KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,06-SEP-1995,5,1,INE900B01029,5,Industrials
KAJARIACER,Kajaria Ceramics Limited,EQ,01-JUN-2004,1,1,INE217B01036,1,Industrials
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,EQ,13-DEC-1995,10,1,INE437B01014,10,Basic Materials
KALAMANDIR,Sai Silks (Kalamandir) Limited,EQ,27-SEP-2023,2,1,INE438K01021,2,Consumer Cyclical
KALPATARU,Kalpataru Limited,EQ,01-JUL-2025,10,1,INE227J01012,10,Real Estate
KALYANI,Kalyani Commercials Limited,BE,13-FEB-2017,10,1,INE610E01010,10,Consumer Cyclical
KALYANIFRG,Kalyani Forge Limited,EQ,20-DEC-2007,10,1,INE314G01014,10,Consumer Cyclical
KALYANKJIL,Kalyan Jewellers India Limited,EQ,26-MAR-2021,10,1,INE303R01014,10,Consumer Cyclical
KAMATHOTEL,Kamat Hotels (I) Limited,EQ,29-MAY-1996,10,1,INE967C01018,10,Consumer Cyclical
KAMDHENU,Kamdhenu Limited,EQ,09-MAY-2006,1,1,INE390H01020,1,Basic Materials
KAMOPAINTS,Kamdhenu Ventures Limited,EQ,24-JAN-2023,1,1,INE0BTI01037,1,Basic Materials
KANANIIND,Kanani Industries Limited,EQ,14-DEC-2011,1,1,INE879E01037,1,Consumer Cyclical
KANORICHEM,Kanoria Chemicals & Industries Limited,EQ,08-FEB-1995,5,1,INE138C01024,5,Basic Materials
KANPRPLA,Kanpur Plastipack Limited,EQ,01-JAN-2021,10,1,INE694E01014,10,Consumer Cyclical
KANSAINER,Kansai Nerolac Paints Limited,EQ,15-SEP-2003,1,1,INE531A01024,1,Basic Materials
KAPSTON,Kapston Services Limited,EQ,27-MAY-2020,5,1,INE542Z01028,5,Industrials
KARMAENG,Karma Energy Limited,BE,28-JUN-2011,10,1,INE725L01011,10,Utilities
KARURVYSYA,Karur Vysya Bank Limited,EQ,26-JUL-2000,2,1,INE036D01028,2,Financial Services
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,BE,14-DEC-2007,1000,1,INE234I01028,1000,Industrials
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,BE,29-JAN-2008,10,1,INE641C01019,10,Technology
KAYA,Kaya Limited,BE,14-AUG-2015,10,1,INE587G01015,10,Consumer Defensive
KAYNES,Kaynes Technology India Limited,EQ,22-NOV-2022,10,1,INE918Z01012,10,Technology
KCP,KCP Limited,EQ,09-APR-1997,1,1,INE805C01028,1,Basic Materials
KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,11-JUN-1997,1,1,INE790B01024,1,Consumer Defensive
KDDL,KDDL Limited,EQ,23-MAR-2016,10,1,INE291D01011,10,Consumer Cyclical
KEC,KEC International Limited,EQ,10-MAR-2006,2,1,INE389H01022,2,Industrials
KECL,Kirloskar Electric Company Limited,EQ,09-MAR-2010,10,1,INE134B01017,10,Industrials
KEEPLEARN,DSJ Keep Learning Limited,EQ,01-MAR-1995,1,1,INE055C01020,1,Consumer Defensive
KEI,KEI Industries Limited,EQ,23-MAR-2006,2,1,INE878B01027,2,Industrials
KELLTONTEC,Kellton Tech Solutions Limited,EQ,02-MAR-2016,1,1,INE164B01030,1,Technology
KERNEX,Kernex Microsystems (India) Limited,EQ,20-DEC-2005,10,1,INE202H01019,10,Technology
KESORAMIND,Kesoram Industries Limited,EQ,06-SEP-1995,10,1,INE087A01019,10,Basic Materials
KEYFINSERV,Keynote Financial Services Limited,EQ,26-JUN-1996,10,1,INE681C01015,10,Financial Services
KFINTECH,Kfin Technologies Limited,EQ,29-DEC-2022,10,1,INE138Y01010,10,Technology
KHADIM,Khadim India Limited,EQ,14-NOV-2017,10,1,INE834I01025,10,Consumer Cyclical
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,EQ,30-OCT-2020,1,1,INE745B01028,1,Basic Materials
KHAITANLTD,Khaitan (India) Limited,EQ,20-DEC-1995,10,1,INE731C01018,10,Consumer Cyclical
KHANDSE,Khandwala Securities Limited,EQ,07-FEB-2001,10,1,INE060B01014,10,Financial Services
KICL,Kalyani Investment Company Limited,EQ,14-JAN-2011,10,1,INE029L01018,10,Financial Services
KILITCH,Kilitch Drugs (India) Limited,EQ,29-SEP-2010,10,1,INE729D01010,10,Healthcare
KIMS,Krishna Institute of Medical Sciences Limited,EQ,28-JUN-2021,2,1,INE967H01025,2,Healthcare
KINGFA,Kingfa Science & Technology (India) Limited,BE,15-NOV-2016,10,1,INE473D01015,10,Basic Materials
KIOCL,KIOCL Limited,EQ,29-NOV-2016,10,1,INE880L01014,10,Basic Materials
KIRIINDUS,Kiri Industries Limited,EQ,22-APR-2008,10,1,INE415I01015,10,Basic Materials
KIRLOSBROS,Kirloskar Brothers Limited,EQ,20-APR-2010,2,1,INE732A01036,2,Industrials
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-DEC-2010,2,1,INE146L01010,2,Industrials
KIRLOSIND,Kirloskar Industries Limited,EQ,24-JUN-2010,10,1,INE250A01039,10,Industrials
KIRLPNU,Kirloskar Pneumatic Company Limited,EQ,26-APR-2023,2,1,INE811A01020,2,Industrials
KITEX,Kitex Garments Limited,EQ,25-SEP-2012,1,1,INE602G01020,1,Consumer Cyclical
KKCL,Kewal Kiran Clothing Limited,EQ,13-APR-2006,10,1,INE401H01017,10,Consumer Cyclical
KMEW,Knowledge Marine & Engineering Works Limited,EQ,14-NOV-2024,10,1,INE0CJD01011,10,Industrials
KMSUGAR,K.M.Sugar Mills Limited,EQ,31-MAY-2007,2,1,INE157H01023,2,Consumer Defensive
KNRCON,KNR Constructions Limited,EQ,18-FEB-2008,2,1,INE634I01029,2,Industrials
KOHINOOR,Kohinoor Foods Limited,EQ,20-OCT-1999,10,1,INE080B01012,10,Consumer Defensive
KOKUYOCMLN,Kokuyo Camlin Limited,EQ,28-JUL-2008,1,1,INE760A01029,1,Industrials
KOLTEPATIL,Kolte - Patil Developers Limited,EQ,13-DEC-2007,10,1,INE094I01018,10,Real Estate
KOPRAN,Kopran Limited,EQ,09-JUN-1999,10,1,INE082A01010,10,Healthcare
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,20-DEC-1995,5,1,INE237A01028,5,Financial Services
KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,13-DEC-2004,10,1,INE419A01022,10,Consumer Defensive
KOTHARIPET,Kothari Petrochemicals Limited,EQ,02-NOV-1996,10,1,INE720A01015,10,Basic Materials
KOTHARIPRO,Kothari Products Limited,EQ,03-JUN-1998,10,1,INE823A01017,10,Industrials
KPEL,K.P. Energy Limited,EQ,14-NOV-2024,5,1,INE127T01021,5,Industrials
KPIGREEN,KPI Green Energy Limited,EQ,27-JUL-2021,5,1,INE542W01025,5,Utilities
KPIL,Kalpataru Projects International Limited,EQ,15-DEC-2000,2,1,INE220B01022,2,Industrials
KPITTECH,KPIT Technologies Limited,EQ,22-APR-2019,10,1,INE04I401011,10,Technology
KPRMILL,K.P.R. Mill Limited,EQ,28-AUG-2007,1,1,INE930H01031,1,Consumer Cyclical
KRBL,KRBL Limited,EQ,21-JAN-2002,1,1,INE001B01026,1,Consumer Defensive
